"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
9.512531846E0	-7.191467285E-2	9.677932739E0	-1.872253418E-1	9.680010700E0
9.516529648E0	-6.712341309E-2	9.677932739E0	-1.752471924E-1	9.679752024E0
9.520527451E0	-6.951904297E-2	9.673156738E0	-1.680755615E-1	9.674866592E0
9.524525254E0	-7.670593262E-2	9.673156738E0	-1.537017822E-1	9.674681872E0
9.528523057E0	-7.670593262E-2	9.673156738E0	-1.417388916E-1	9.674499212E0
9.532520859E0	-8.387756348E-2	9.677932739E0	-1.297607422E-1	9.679166049E0
9.536549180E0	-7.910156250E-2	9.673156738E0	-1.177978516E-1	9.674197366E0
9.540546982E0	-7.670593262E-2	9.668365479E0	-1.034240723E-1	9.669222894E0
9.544544785E0	-7.670593262E-2	9.675552368E0	-8.906555176E-2	9.676266331E0
9.548542588E0	-7.670593262E-2	9.677932739E0	-7.948303223E-2	9.678563089E0
9.552540391E0	-7.670593262E-2	9.675552368E0	-6.272888184E-2	9.676059753E0
9.556538193E0	-7.431030273E-2	9.682723999E0	-5.075073242E-2	9.683142140E0
9.560535996E0	-7.431030273E-2	9.682723999E0	-3.160095215E-2	9.683060708E0
9.564533799E0	-7.670593262E-2	9.685119629E0	-1.484680176E-2	9.685434758E0
9.568531602E0	-7.910156250E-2	9.682723999E0	-4.730224609E-4	9.683047109E0
9.572529404E0	-7.431030273E-2	9.682723999E0	1.148986816E-2	9.683015960E0
9.576527207E0	-6.472778320E-2	9.682723999E0	3.303527832E-2	9.682996698E0
9.580525010E0	-7.191467285E-2	9.680328369E0	4.740905762E-2	9.680711579E0
9.584553330E0	-6.472778320E-2	9.675552368E0	5.937194824E-2	9.675951030E0
9.588551133E0	-6.712341309E-2	9.677932739E0	7.853698730E-2	9.678484164E0
9.592548936E0	-6.712341309E-2	9.677932739E0	9.289550781E-2	9.678611328E0
9.596546738E0	-6.951904297E-2	9.675552368E0	1.120452881E-1	9.676450830E0
9.600544541E0	-7.191467285E-2	9.673156738E0	1.264190674E-1	9.674250089E0
9.604542344E0	-7.191467285E-2	9.675552368E0	1.479644775E-1	9.676950906E0
9.608540147E0	-6.951904297E-2	9.675552368E0	1.551513672E-1	9.677045958E0
9.612537949E0	-6.712341309E-2	9.668365479E0	1.575469971E-1	9.669881987E0
9.616535752E0	-6.712341309E-2	9.663574219E0	1.719055176E-1	9.665336194E0
9.620533555E0	-6.951904297E-2	9.663574219E0	1.910552979E-1	9.665712685E0
9.624531357E0	-7.191467285E-2	9.658782959E0	2.030334473E-1	9.661184324E0
9.628529160E0	-5.993652344E-2	9.661178589E0	2.293701172E-1	9.664086856E0
9.632557481E0	-5.514526367E-2	9.661178589E0	2.389373779E-1	9.664290134E0
9.636555283E0	-5.276489258E-2	9.665969849E0	2.509155273E-1	9.669369982E0
9.640553086E0	-5.036926270E-2	9.668365479E0	2.628784180E-1	9.672069745E0
9.644550889E0	-5.036926270E-2	9.673156738E0	2.748565674E-1	9.677191973E0
9.648548691E0	-5.514526367E-2	9.675552368E0	2.796478271E-1	9.679749870E0
9.652546494E0	-5.276489258E-2	9.682723999E0	2.964019775E-1	9.687403280E0
9.656544297E0	-5.036926270E-2	9.687515259E0	3.107757568E-1	9.692629701E0
9.660542100E0	-4.797363281E-2	9.689910889E0	3.203430176E-1	9.695323313E0
9.664539902E0	-4.557800293E-2	9.687515259E0	3.371124268E-1	9.693486165E0
9.668537705E0	-4.318237305E-2	9.682723999E0	3.418884277E-1	9.688854239E0
9.672535508E0	-4.318237305E-2	9.680328369E0	3.538665771E-1	9.686890296E0
9.676533311E0	-4.557800293E-2	9.680328369E0	3.658294678E-1	9.687345658E0
9.680561631E0	-5.036926270E-2	9.673156738E0	3.754119873E-1	9.680569844E0
9.684559434E0	-5.276489258E-2	9.673156738E0	3.873901367E-1	9.681054516E0
9.688557236E0	-4.797363281E-2	9.680328369E0	3.969573975E-1	9.688582661E0
9.692555039E0	-4.797363281E-2	9.682723999E0	4.041442871E-1	9.691273297E0
9.696552842E0	-4.797363281E-2	9.665969849E0	4.161071777E-1	9.675041073E0
9.700550645E0	-4.318237305E-2	9.663574219E0	4.137268066E-1	9.672523004E0
9.704548447E0	-5.514526367E-2	9.670761108E0	4.208984375E-1	9.680073187E0
9.708546250E0	-5.276489258E-2	9.670761108E0	4.256896973E-1	9.680269432E0
9.712544053E0	-4.557800293E-2	9.675552368E0	4.352722168E-1	9.685445415E0
9.716541856E0	-5.754089355E-2	9.675552368E0	4.256896973E-1	9.685083185E0
9.720539658E0	-5.754089355E-2	9.682723999E0	4.328765869E-1	9.692566076E0
9.724537461E0	-5.754089355E-2	9.682723999E0	4.400482178E-1	9.692889014E0
9.728565781E0	-5.993652344E-2	9.675552368E0	4.400482178E-1	9.685739437E0
9.732563584E0	-5.514526367E-2	9.677932739E0	4.472351074E-1	9.688417949E0
9.736561387E0	-6.472778320E-2	9.680328369E0	4.544219971E-1	9.691204588E0
9.740559190E0	-6.712341309E-2	9.675552368E0	4.496307373E-1	9.686226664E0
9.744556992E0	-7.910156250E-2	9.680328369E0	4.472351074E-1	9.690976918E0
9.748554795E0	-7.431030273E-2	9.670761108E0	4.520263672E-1	9.681604736E0
9.752552598E0	-7.191467285E-2	9.673156738E0	4.544219971E-1	9.684091716E0
9.756550400E0	-7.670593262E-2	9.670761108E0	4.472351074E-1	9.681400904E0
9.760548203E0	-7.670593262E-2	9.670761108E0	4.448394775E-1	9.681290533E0
9.764546006E0	-7.910156250E-2	9.677932739E0	4.400482178E-1	9.688254827E0
9.768543809E0	-7.431030273E-2	9.670761108E0	4.400482178E-1	9.681052880E0
9.772541611E0	-7.431030273E-2	9.673156738E0	4.328765869E-1	9.683122711E0
9.776569932E0	-8.387756348E-2	9.668365479E0	4.256896973E-1	9.678095794E0
9.780567734E0	-8.866882324E-2	9.673156738E0	4.161071777E-1	9.682508385E0
9.784565537E0	-9.106445312E-2	9.675552368E0	4.113311768E-1	9.684719908E0
9.788563340E0	-8.866882324E-2	9.668365479E0	4.017486572E-1	9.677115023E0
9.792561143E0	-8.866882324E-2	9.670761108E0	3.921661377E-1	9.679115500E0
9.796558945E0	-9.106445312E-2	9.665969849E0	3.802032471E-1	9.673873080E0
9.800556748E0	-9.106445312E-2	9.663574219E0	3.730163574E-1	9.671199544E0
9.804554551E0	-8.627319336E-2	9.661178589E0	3.682250977E-1	9.668578205E0
9.808552354E0	-8.148193359E-2	9.658782959E0	3.562622070E-1	9.665694508E0
9.812550156E0	-1.006469727E-1	9.665969849E0	3.466796875E-1	9.672708500E0
9.816547959E0	-1.030426025E-1	9.670761108E0	3.299255371E-1	9.676935933E0
9.820545762E0	-1.006469727E-1	9.668365479E0	3.131561279E-1	9.673959252E0
9.824543565E0	-1.006469727E-1	9.668365479E0	3.155517578E-1	9.674037097E0
9.828571885E0	-1.054382324E-1	9.665969849E0	2.987976074E-1	9.671161789E0
9.832569688E0	-1.102142334E-1	9.668365479E0	2.892150879E-1	9.673318126E0
9.836567490E0	-1.102142334E-1	9.677932739E0	2.700653076E-1	9.682327435E0
9.840565293E0	-1.030426025E-1	9.677932739E0	2.652740479E-1	9.682115998E0
9.844563096E0	-9.825134277E-2	9.668365479E0	2.509155273E-1	9.672119879E0
9.848560898E0	-9.346008301E-2	9.663574219E0	2.389373779E-1	9.666979494E0
9.852558701E0	-9.825134277E-2	9.668365479E0	2.197875977E-1	9.671362414E0
9.856556504E0	-1.054382324E-1	9.665969849E0	2.006378174E-1	9.668626886E0
9.860554307E0	-9.825134277E-2	9.665969849E0	1.838836670E-1	9.668218018E0
9.864552109E0	-8.866882324E-2	9.665969849E0	1.814880371E-1	9.668080119E0
9.868549912E0	-8.866882324E-2	9.670761108E0	1.623229980E-1	9.672529728E0
9.872547715E0	-8.387756348E-2	9.665969849E0	1.503601074E-1	9.667503128E0
9.876576035E0	-8.387756348E-2	9.665969849E0	1.431732178E-1	9.667394020E0
9.880573838E0	-8.148193359E-2	9.670761108E0	1.192321777E-1	9.671839330E0
9.884571641E0	-7.910156250E-2	9.673156738E0	1.144409180E-1	9.674157073E0
9.888569443E0	-7.910156250E-2	9.673156738E0	1.024780273E-1	9.674022953E0
9.892567246E0	-7.191467285E-2	9.673156738E0	8.570861816E-2	9.673803749E0
9.896565049E0	-7.670593262E-2	9.682723999E0	6.895446777E-2	9.683273339E0
9.900562852E0	-8.387756348E-2	9.682723999E0	5.459594727E-2	9.683241203E0
9.904560654E0	-8.387756348E-2	9.675552368E0	4.261779785E-2	9.676009785E0
9.908558457E0	-8.627319336E-2	9.675552368E0	2.107238770E-2	9.675959939E0
9.912556260E0	-8.148193359E-2	9.675552368E0	6.698608398E-3	9.675897778E0
9.916554063E0	-6.712341309E-2	9.680328369E0	1.922607422E-3	9.680561274E0
9.920551865E0	-5.993652344E-2	9.680328369E0	-1.724243164E-2	9.680529274E0
9.924549668E0	-5.754089355E-2	9.677932739E0	-2.441406250E-2	9.678134588E0
9.928577988E0	-6.472778320E-2	9.675552368E0	-3.878784180E-2	9.675846620E0
9.932575791E0	-5.514526367E-2	9.673156738E0	-6.033325195E-2	9.673502074E0
9.936573594E0	-5.754089355E-2	9.675552368E0	-6.991577148E-2	9.675976064E0
9.940571397E0	-5.276489258E-2	9.677932739E0	-8.666992188E-2	9.678464647E0
9.944569199E0	-3.839111328E-2	9.685119629E0	-1.010284424E-1	9.685722629E0
9.948567002E0	-4.078674316E-2	9.692306519E0	-1.130065918E-1	9.693051104E0
9.952564805E0	-3.839111328E-2	9.689910889E0	-1.201934814E-1	9.690732345E0
9.956562607E0	-4.318237305E-2	9.685119629E0	-1.225891113E-1	9.685991691E0
9.960560410E0	-4.797363281E-2	9.677932739E0	-1.393432617E-1	9.679054712E0
9.964558213E0	-4.797363281E-2	9.670761108E0	-1.465301514E-1	9.671990125E0
9.968556016E0	-4.318237305E-2	9.670761108E0	-1.632843018E-1	9.672235879E0
9.972553818E0	-3.120422363E-2	9.673156738E0	-1.800384521E-1	9.674882368E0
9.976582139E0	-3.359985352E-2	9.680328369E0	-1.920166016E-1	9.682290879E0
9.980579941E0	-3.120422363E-2	9.677932739E0	-2.063751221E-1	9.680183185E0
9.984577744E0	-3.839111328E-2	9.680328369E0	-2.111663818E-1	9.682707393E0
9.988575547E0	-3.599548340E-2	9.685119629E0	-2.159576416E-1	9.687593902E0
9.992573350E0	-3.120422363E-2	9.680328369E0	-2.255249023E-1	9.683005345E0
9.996571152E0	-3.120422363E-2	9.680328369E0	-2.279205322E-1	9.683061438E0
1.000056896E1	-3.599548340E-2	9.675552368E0	-2.327117920E-1	9.678417437E0
1.000456676E1	-3.839111328E-2	9.680328369E0	-2.351074219E-1	9.683259096E0
1.000856456E1	-3.359985352E-2	9.685119629E0	-2.446899414E-1	9.688268387E0
1.001256236E1	-4.078674316E-2	9.689910889E0	-2.494812012E-1	9.693207800E0
1.001656017E1	-4.318237305E-2	9.685119629E0	-2.614440918E-1	9.688743982E0
1.002055797E1	-3.359985352E-2	9.692306519E0	-2.758178711E-1	9.696288470E0
1.002458629E1	-2.163696289E-2	9.689910889E0	-2.829895020E-1	9.694066445E0
1.002858409E1	-2.163696289E-2	9.685119629E0	-2.877807617E-1	9.689418360E0
1.003258190E1	-2.163696289E-2	9.682723999E0	-2.949676514E-1	9.687239964E0
1.003657970E1	-1.924133301E-2	9.680328369E0	-2.973632812E-1	9.684913654E0
1.004057750E1	-2.403259277E-2	9.680328369E0	-2.973632812E-1	9.684924358E0
1.004457530E1	-3.599548340E-2	9.687515259E0	-2.997589111E-1	9.692218681E0
1.004857311E1	-4.318237305E-2	9.685119629E0	-2.949676514E-1	9.689706541E0
1.005257091E1	-4.557800293E-2	9.677932739E0	-2.973632812E-1	9.682607313E0
1.005656871E1	-4.318237305E-2	9.680328369E0	-2.973632812E-1	9.684990809E0
1.006056651E1	-3.120422363E-2	9.689910889E0	-3.021392822E-1	9.694670437E0
1.006456432E1	-3.120422363E-2	9.687515259E0	-2.997589111E-1	9.692202072E0
1.006856212E1	-4.078674316E-2	9.689910889E0	-3.021392822E-1	9.694706016E0
1.007255992E1	-3.839111328E-2	9.680328369E0	-2.997589111E-1	9.685044482E0
1.007658824E1	-3.599548340E-2	9.685119629E0	-2.997589111E-1	9.689824214E0
1.008058604E1	-3.839111328E-2	9.680328369E0	-2.973632812E-1	9.684970631E0
1.008458385E1	-3.839111328E-2	9.675552368E0	-2.997589111E-1	9.680270808E0
1.008858165E1	-3.599548340E-2	9.677932739E0	-2.997589111E-1	9.682640817E0
1.009257945E1	-4.797363281E-2	9.675552368E0	-2.973632812E-1	9.680239667E0
1.009657726E1	-5.276489258E-2	9.675552368E0	-2.829895020E-1	9.679833719E0
1.010057506E1	-4.797363281E-2	9.675552368E0	-2.805938721E-1	9.679739047E0
1.010457286E1	-5.276489258E-2	9.677932739E0	-2.781982422E-1	9.682074184E0
1.010857066E1	-4.797363281E-2	9.682723999E0	-2.710266113E-1	9.686635171E0
1.011256847E1	-5.514526367E-2	9.680328369E0	-2.542572021E-1	9.683823886E0
1.011656627E1	-5.993652344E-2	9.677932739E0	-2.446899414E-1	9.681211064E0
1.012056407E1	-5.754089355E-2	9.675552368E0	-2.327117920E-1	9.678521548E0
1.012456188E1	-6.472778320E-2	9.673156738E0	-2.255249023E-1	9.676001884E0
1.012859020E1	-6.472778320E-2	9.675552368E0	-2.183532715E-1	9.678232352E0
1.013258800E1	-7.191467285E-2	9.680328369E0	-2.159576416E-1	9.683004015E0
1.013658580E1	-7.670593262E-2	9.687515259E0	-2.063751221E-1	9.690016841E0
1.014058360E1	-6.472778320E-2	9.680328369E0	-1.992034912E-1	9.682594128E0
1.014458141E1	-6.712341309E-2	9.670761108E0	-1.872253418E-1	9.672806175E0
1.014857921E1	-7.191467285E-2	9.665969849E0	-1.824340820E-1	9.667958783E0
1.015257701E1	-7.670593262E-2	9.675552368E0	-1.728668213E-1	9.677400496E0
1.015657482E1	-7.910156250E-2	9.680328369E0	-1.584930420E-1	9.681948897E0
1.016057262E1	-8.387756348E-2	9.680328369E0	-1.513061523E-1	9.681874113E0
1.016457042E1	-8.148193359E-2	9.680328369E0	-1.393432617E-1	9.681674090E0
1.016856822E1	-7.910156250E-2	9.675552368E0	-1.273651123E-1	9.676713934E0
1.017256602E1	-8.148193359E-2	9.677932739E0	-1.106109619E-1	9.678907800E0
1.017656383E1	-8.627319336E-2	9.682723999E0	-1.034240723E-1	9.683660653E0
1.018059215E1	-8.866882324E-2	9.687515259E0	-9.146118164E-2	9.688352760E0
1.018458995E1	-9.346008301E-2	9.677932739E0	-7.469177246E-2	9.678672210E0
1.018858775E1	-8.627319336E-2	9.675552368E0	-6.033325195E-2	9.676125092E0
1.019258556E1	-8.148193359E-2	9.670761108E0	-4.118347168E-2	9.671192057E0
1.019658336E1	-7.670593262E-2	9.673156738E0	-3.399658203E-2	9.673520603E0
1.020058116E1	-7.431030273E-2	9.668365479E0	-2.441406250E-2	9.668681870E0
1.020457897E1	-8.148193359E-2	9.668365479E0	-1.245117188E-2	9.668716842E0
1.020857677E1	-6.951904297E-2	9.665969849E0	4.318237305E-3	9.666220805E0
1.021257457E1	-6.712341309E-2	9.663574219E0	1.628112793E-2	9.663821051E0
1.021657237E1	-7.191467285E-2	9.663574219E0	3.063964844E-2	9.663890375E0
1.022057018E1	-6.712341309E-2	9.663574219E0	4.501342773E-2	9.663912171E0
1.022456798E1	-6.712341309E-2	9.670761108E0	5.937194824E-2	9.671176298E0
1.022859630E1	-5.754089355E-2	9.675552368E0	6.655883789E-2	9.675952390E0
1.023259410E1	-5.754089355E-2	9.675552368E0	8.093261719E-2	9.676061940E0
1.023659190E1	-6.233215332E-2	9.673156738E0	9.529113770E-2	9.673826905E0
1.024058971E1	-6.233215332E-2	9.668365479E0	1.168365479E-1	9.669272315E0
1.024458751E1	-6.472778320E-2	9.670761108E0	1.335906982E-1	9.671900360E0
1.024858531E1	-6.472778320E-2	9.673156738E0	1.455688477E-1	9.674468526E0
1.025258312E1	-5.993652344E-2	9.670761108E0	1.575469971E-1	9.672230035E0
1.025658092E1	-5.754089355E-2	9.668365479E0	1.743011475E-1	9.670107697E0
1.026057872E1	-6.712341309E-2	9.677932739E0	1.838836670E-1	9.679912234E0
1.026457652E1	-6.951904297E-2	9.677932739E0	1.982421875E-1	9.680212548E0
1.026857433E1	-6.712341309E-2	9.677932739E0	2.126007080E-1	9.680500334E0
1.027257213E1	-6.712341309E-2	9.673156738E0	2.245788574E-1	9.675996202E0
1.027656993E1	-5.993652344E-2	9.675552368E0	2.413330078E-1	9.678747214E0
1.028059825E1	-6.472778320E-2	9.668365479E0	2.461242676E-1	9.671714319E0
1.028459606E1	-4.797363281E-2	9.670761108E0	2.581024170E-1	9.674323684E0
1.028859386E1	-4.557800293E-2	9.675552368E0	2.676696777E-1	9.679361448E0
1.029259166E1	-5.036926270E-2	9.677932739E0	2.868194580E-1	9.682312976E0
1.029658946E1	-4.557800293E-2	9.680328369E0	2.987976074E-1	9.685045932E0
1.030058727E1	-4.318237305E-2	9.680328369E0	3.059844971E-1	9.685259344E0
1.030458507E1	-4.318237305E-2	9.670761108E0	3.107757568E-1	9.675849663E0
1.030858287E1	-4.557800293E-2	9.673156738E0	3.227386475E-1	9.678646541E0
1.031258067E1	-5.754089355E-2	9.673156738E0	3.347167969E-1	9.679117086E0
1.031657848E1	-5.754089355E-2	9.677932739E0	3.394927979E-1	9.684056403E0
1.032057628E1	-5.276489258E-2	9.680328369E0	3.466796875E-1	9.686677876E0
1.032457408E1	-5.276489258E-2	9.677932739E0	3.610534668E-1	9.684809025E0
1.032860240E1	-5.276489258E-2	9.677932739E0	3.730163574E-1	9.685262384E0
1.033260020E1	-4.318237305E-2	9.665969849E0	3.754119873E-1	9.673353710E0
1.033659801E1	-4.797363281E-2	9.663574219E0	3.873901367E-1	9.671454868E0
1.034059581E1	-4.797363281E-2	9.670761108E0	3.945617676E-1	9.678925605E0
1.034459361E1	-4.318237305E-2	9.670761108E0	3.969573975E-1	9.679000997E0
1.034859142E1	-4.797363281E-2	9.665969849E0	4.041442871E-1	9.674533952E0
1.035258922E1	-4.557800293E-2	9.665969849E0	4.113311768E-1	9.674825260E0
1.035658702E1	-5.036926270E-2	9.675552368E0	4.208984375E-1	9.684833823E0
1.036058482E1	-5.514526367E-2	9.668365479E0	4.185028076E-1	9.677575969E0
1.036458263E1	-5.514526367E-2	9.670761108E0	4.161071777E-1	9.679866042E0
1.036858043E1	-5.754089355E-2	9.663574219E0	4.185028076E-1	9.672803225E0
1.037257823E1	-5.514526367E-2	9.668365479E0	4.208984375E-1	9.677679862E0
1.037660655E1	-5.514526367E-2	9.665969849E0	4.232940674E-1	9.675391051E0
1.038060436E1	-5.993652344E-2	9.670761108E0	4.185028076E-1	9.679997800E0
1.038460216E1	-6.472778320E-2	9.670761108E0	4.185028076E-1	9.680028652E0
1.038859996E1	-7.191467285E-2	9.670761108E0	4.137268066E-1	9.679874070E0
1.039259776E1	-6.951904297E-2	9.680328369E0	4.113311768E-1	9.689312853E0
1.039659557E1	-7.670593262E-2	9.685119629E0	4.113311768E-1	9.694153876E0
1.040059337E1	-7.910156250E-2	9.692306519E0	4.137268066E-1	9.701455178E0
1.040459117E1	-7.910156250E-2	9.677932739E0	4.137268066E-1	9.687094974E0
1.040858898E1	-7.910156250E-2	9.677932739E0	4.113311768E-1	9.686992954E0
1.041258678E1	-7.431030273E-2	9.673156738E0	3.993530273E-1	9.681681989E0
1.041658458E1	-8.148193359E-2	9.677932739E0	3.945617676E-1	9.686315109E0
1.042058238E1	-7.910156250E-2	9.685119629E0	3.873901367E-1	9.693186803E0
1.042458019E1	-8.387756348E-2	9.682723999E0	3.802032471E-1	9.690548694E0
1.042860851E1	-8.627319336E-2	9.677932739E0	3.825988770E-1	9.685876681E0
1.043260631E1	-8.387756348E-2	9.665969849E0	3.682250977E-1	9.673344731E0
1.043660411E1	-7.910156250E-2	9.661178589E0	3.634338379E-1	9.668335583E0
1.044060191E1	-9.106445312E-2	9.665969849E0	3.538665771E-1	9.672873792E0
1.044459972E1	-1.030426025E-1	9.673156738E0	3.394927979E-1	9.679660863E0
1.044859752E1	-9.346008301E-2	9.673156738E0	3.275299072E-1	9.679151404E0
1.045259532E1	-9.106445312E-2	9.675552368E0	3.227386475E-1	9.681361815E0
1.045659313E1	-9.346008301E-2	9.668365479E0	3.155517578E-1	9.673964995E0
1.046059093E1	-9.825134277E-2	9.656387329E0	3.011932373E-1	9.661583045E0
1.046458873E1	-9.825134277E-2	9.663574219E0	2.964019775E-1	9.668618006E0
1.046858653E1	-8.866882324E-2	9.673156738E0	2.916107178E-1	9.677957442E0
1.047258434E1	-8.627319336E-2	9.673156738E0	2.748565674E-1	9.677445452E0
1.047661266E1	-8.627319336E-2	9.673156738E0	2.628784180E-1	9.677112659E0
1.048061046E1	-1.006469727E-1	9.670761108E0	2.509155273E-1	9.674539205E0
1.048460826E1	-9.825134277E-2	9.675552368E0	2.437286377E-1	9.679120342E0
1.048860606E1	-8.627319336E-2	9.670761108E0	2.293701172E-1	9.673865522E0
1.049260387E1	-8.387756348E-2	9.663574219E0	2.149963379E-1	9.666329477E0
1.049660167E1	-9.585571289E-2	9.661178589E0	1.982421875E-1	9.663687702E0
1.050059947E1	-9.106445312E-2	9.663574219E0	1.910552979E-1	9.665891658E0
1.050459728E1	-8.627319336E-2	9.656387329E0	1.743011475E-1	9.658345625E0
1.050859508E1	-8.627319336E-2	9.670761108E0	1.695098877E-1	9.672631342E0
1.051259288E1	-8.148193359E-2	9.675552368E0	1.527557373E-1	9.677101180E0
1.051659068E1	-8.148193359E-2	9.673156738E0	1.359863281E-1	9.674455689E0
1.052058849E1	-8.148193359E-2	9.675552368E0	1.144409180E-1	9.676572206E0
1.052461681E1	-8.627319336E-2	9.670761108E0	1.096496582E-1	9.671767498E0
1.052861461E1	-7.431030273E-2	9.675552368E0	9.289550781E-2	9.676283647E0
1.053261241E1	-6.472778320E-2	9.673156738E0	7.374572754E-2	9.673654397E0
1.053661022E1	-5.754089355E-2	9.673156738E0	5.697631836E-2	9.673495673E0
1.054060802E1	-6.472778320E-2	9.677932739E0	4.980468750E-2	9.678277341E0
1.054460582E1	-6.951904297E-2	9.675552368E0	4.022216797E-2	9.675885714E0
1.054860362E1	-6.951904297E-2	9.675552368E0	2.825927734E-2	9.675843380E0
1.055260143E1	-6.951904297E-2	9.685119629E0	1.628112793E-2	9.685382811E0
1.055659923E1	-7.191467285E-2	9.685119629E0	1.922607422E-3	9.685386809E0
1.056059703E1	-6.712341309E-2	9.687515259E0	-1.484680176E-2	9.687759177E0
1.056459483E1	-5.993652344E-2	9.682723999E0	-2.680969238E-2	9.682946617E0
1.056859264E1	-6.233215332E-2	9.685119629E0	-3.878784180E-2	9.685397876E0
1.057259044E1	-5.514526367E-2	9.694702148E0	-4.597473145E-2	9.694967995E0
1.057661876E1	-5.276489258E-2	9.689910889E0	-6.512451172E-2	9.690273390E0
1.058061656E1	-5.276489258E-2	9.685119629E0	-7.469177246E-2	9.685551364E0
1.058461436E1	-5.993652344E-2	9.677932739E0	-8.427429199E-2	9.678485246E0
1.058861217E1	-5.514526367E-2	9.677932739E0	-9.625244141E-2	9.678568471E0
1.059260997E1	-5.036926270E-2	9.677932739E0	-1.106109619E-1	9.678695881E0
1.059660777E1	-5.036926270E-2	9.677932739E0	-1.177978516E-1	9.678780683E0
1.060060558E1	-4.078674316E-2	9.677932739E0	-1.321563721E-1	9.678920961E0
1.060460338E1	-2.882385254E-2	9.675552368E0	-1.465301514E-1	9.676704787E0
1.060860118E1	-2.642822266E-2	9.675552368E0	-1.584930420E-1	9.676886489E0
1.061259898E1	-3.839111328E-2	9.675552368E0	-1.704711914E-1	9.677130150E0
1.061659679E1	-3.599548340E-2	9.680328369E0	-1.824340820E-1	9.682114191E0
1.062059459E1	-4.318237305E-2	9.677932739E0	-1.848297119E-1	9.679793843E0
1.062462291E1	-3.599548340E-2	9.677932739E0	-1.944122314E-1	9.679952164E0
1.062862071E1	-3.839111328E-2	9.680328369E0	-2.063751221E-1	9.682604087E0
1.063261852E1	-3.839111328E-2	9.675552368E0	-2.159576416E-1	9.678038293E0
1.063661632E1	-2.882385254E-2	9.675552368E0	-2.207489014E-1	9.678113169E0
1.064061412E1	-2.403259277E-2	9.675552368E0	-2.231445312E-1	9.678155024E0
1.064461192E1	-2.642822266E-2	9.677932739E0	-2.279205322E-1	9.680652268E0
1.064860973E1	-2.403259277E-2	9.685119629E0	-2.351074219E-1	9.688002647E0
1.065260753E1	-2.642822266E-2	9.687515259E0	-2.375030518E-1	9.690462220E0
1.065660533E1	-2.163696289E-2	9.677932739E0	-2.422943115E-1	9.680989453E0
1.066060314E1	-1.924133301E-2	9.682723999E0	-2.542572021E-1	9.686080786E0
1.066460094E1	-2.163696289E-2	9.689910889E0	-2.590484619E-1	9.693397098E0
1.066859874E1	-3.120422363E-2	9.682723999E0	-2.638397217E-1	9.686368212E0
1.067259654E1	-2.403259277E-2	9.692306519E0	-2.662353516E-1	9.695992186E0
1.067662486E1	-2.882385254E-2	9.682723999E0	-2.662353516E-1	9.686426385E0
1.068062267E1	-3.120422363E-2	9.685119629E0	-2.686309814E-1	9.688894598E0
1.068462047E1	-4.318237305E-2	9.689910889E0	-2.686309814E-1	9.693729950E0
1.068861827E1	-3.359985352E-2	9.689910889E0	-2.662353516E-1	9.693625908E0
1.069261607E1	-3.120422363E-2	9.680328369E0	-2.758178711E-1	9.684307231E0
1.069661388E1	-3.120422363E-2	9.677932739E0	-2.734222412E-1	9.681844635E0
1.070061168E1	-3.359985352E-2	9.675552368E0	-2.853851318E-1	9.679818555E0
1.070460948E1	-3.359985352E-2	9.677932739E0	-2.781982422E-1	9.681988707E0
1.070860729E1	-4.557800293E-2	9.677932739E0	-2.781982422E-1	9.682037684E0
1.071260509E1	-3.839111328E-2	9.685119629E0	-2.758178711E-1	9.689122334E0
1.071660289E1	-4.318237305E-2	9.677932739E0	-2.734222412E-1	9.681890649E0
1.072060069E1	-4.797363281E-2	9.687515259E0	-2.686309814E-1	9.691357798E0
1.072462901E1	-4.557800293E-2	9.687515259E0	-2.686309814E-1	9.691346235E0
1.072862682E1	-4.318237305E-2	9.685119629E0	-2.590484619E-1	9.688679634E0
1.073262462E1	-5.514526367E-2	9.685119629E0	-2.566528320E-1	9.688676582E0
1.073662242E1	-5.276489258E-2	9.682723999E0	-2.542572021E-1	9.686205392E0
1.074062022E1	-5.276489258E-2	9.675552368E0	-2.542572021E-1	9.679036341E0
1.074461803E1	-5.514526367E-2	9.673156738E0	-2.518615723E-1	9.676592196E0
1.074861583E1	-5.514526367E-2	9.673156738E0	-2.446899414E-1	9.676408190E0
1.075261363E1	-5.993652344E-2	9.673156738E0	-2.422943115E-1	9.676376398E0
1.075661144E1	-6.712341309E-2	9.673156738E0	-2.303161621E-1	9.676131064E0
1.076060924E1	-7.431030273E-2	9.680328369E0	-2.255249023E-1	9.683240203E0
1.076460704E1	-7.191467285E-2	9.682723999E0	-2.159576416E-1	9.685398983E0
1.076860484E1	-6.712341309E-2	9.670761108E0	-2.111663818E-1	9.673299189E0
1.077260265E1	-7.431030273E-2	9.663574219E0	-2.039794922E-1	9.666012432E0
1.077663097E1	-8.387756348E-2	9.665969849E0	-1.896209717E-1	9.668193454E0
1.078062877E1	-8.148193359E-2	9.668365479E0	-1.800384521E-1	9.670384903E0
1.078462657E1	-7.910156250E-2	9.673156738E0	-1.776428223E-1	9.675111127E0
1.078862438E1	-7.670593262E-2	9.668365479E0	-1.608886719E-1	9.670008273E0
