"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
3.361008235E1	-6.712341309E-2	9.677932739E0	6.416320801E-2	9.678378200E0
3.361408016E1	-7.191467285E-2	9.680328369E0	7.135009766E-2	9.680858427E0
3.361807796E1	-6.951904297E-2	9.677932739E0	7.614135742E-2	9.678481932E0
3.362207576E1	-6.233215332E-2	9.670761108E0	7.614135742E-2	9.671261718E0
3.362607356E1	-6.233215332E-2	9.680328369E0	7.374572754E-2	9.680809938E0
3.363007137E1	-5.514526367E-2	9.682723999E0	6.895446777E-2	9.683126549E0
3.363406917E1	-5.514526367E-2	9.682723999E0	7.614135742E-2	9.683180394E0
3.363806697E1	-5.993652344E-2	9.685119629E0	7.135009766E-2	9.685567895E0
3.364206478E1	-5.993652344E-2	9.687515259E0	7.135009766E-2	9.687963414E0
3.364609310E1	-5.754089355E-2	9.685119629E0	7.614135742E-2	9.685589847E0
3.365009090E1	-6.951904297E-2	9.687515259E0	8.331298828E-2	9.688122927E0
3.365408870E1	-5.993652344E-2	9.682723999E0	8.810424805E-2	9.683310322E0
3.365808650E1	-5.993652344E-2	9.680328369E0	8.093261719E-2	9.680852225E0
3.366208431E1	-6.472778320E-2	9.680328369E0	8.570861816E-2	9.680924180E0
3.366608211E1	-6.472778320E-2	9.680328369E0	8.810424805E-2	9.680945686E0
3.367007991E1	-6.712341309E-2	9.675552368E0	8.093261719E-2	9.676123670E0
3.367407771E1	-6.233215332E-2	9.680328369E0	8.093261719E-2	9.680867354E0
3.367807552E1	-5.754089355E-2	9.685119629E0	7.374572754E-2	9.685571311E0
3.368207332E1	-5.514526367E-2	9.689910889E0	8.570861816E-2	9.690446842E0
3.368607112E1	-6.233215332E-2	9.682723999E0	9.049987793E-2	9.683347539E0
3.369006893E1	-6.472778320E-2	9.680328369E0	9.289550781E-2	9.680990476E0
3.369409725E1	-5.993652344E-2	9.675552368E0	9.529113770E-2	9.676207233E0
3.369809505E1	-5.754089355E-2	9.680328369E0	9.289550781E-2	9.680945091E0
3.370209285E1	-5.036926270E-2	9.680328369E0	9.529113770E-2	9.680928406E0
3.370609065E1	-5.514526367E-2	9.677932739E0	9.768676758E-2	9.678582841E0
3.371008846E1	-5.514526367E-2	9.677932739E0	9.289550781E-2	9.678535668E0
3.371408626E1	-5.276489258E-2	9.665969849E0	9.529113770E-2	9.666583556E0
3.371808406E1	-5.754089355E-2	9.670761108E0	9.768676758E-2	9.671425649E0
3.372208186E1	-5.514526367E-2	9.677932739E0	9.529113770E-2	9.678558958E0
3.372607967E1	-5.754089355E-2	9.680328369E0	1.000823975E-1	9.681016722E0
3.373007747E1	-6.472778320E-2	9.677932739E0	1.024780273E-1	9.678691727E0
3.373407527E1	-6.951904297E-2	9.680328369E0	9.289550781E-2	9.681023696E0
3.373807308E1	-7.431030273E-2	9.675552368E0	9.289550781E-2	9.676283647E0
3.374207088E1	-7.910156250E-2	9.670761108E0	9.049987793E-2	9.671508037E0
3.374609920E1	-7.910156250E-2	9.675552368E0	9.529113770E-2	9.676344924E0
3.375009700E1	-7.670593262E-2	9.675552368E0	9.529113770E-2	9.676325637E0
3.375409480E1	-7.191467285E-2	9.673156738E0	9.768676758E-2	9.673917289E0
3.375809261E1	-6.472778320E-2	9.675552368E0	1.024780273E-1	9.676311542E0
3.376209041E1	-7.191467285E-2	9.677932739E0	1.000823975E-1	9.678717390E0
3.376608821E1	-6.951904297E-2	9.680328369E0	9.529113770E-2	9.681046980E0
3.377008602E1	-6.712341309E-2	9.673156738E0	9.289550781E-2	9.673835662E0
3.377408382E1	-7.431030273E-2	9.675552368E0	9.289550781E-2	9.676283647E0
3.377808162E1	-7.191467285E-2	9.677932739E0	9.529113770E-2	9.678669032E0
3.378207942E1	-6.712341309E-2	9.677932739E0	9.529113770E-2	9.678634618E0
3.378607723E1	-6.951904297E-2	9.675552368E0	9.049987793E-2	9.676225336E0
3.379007503E1	-6.472778320E-2	9.673156738E0	9.529113770E-2	9.673842637E0
3.379410335E1	-5.993652344E-2	9.677932739E0	9.768676758E-2	9.678611326E0
3.379810115E1	-5.514526367E-2	9.675552368E0	9.049987793E-2	9.676132743E0
3.380209896E1	-5.754089355E-2	9.682723999E0	9.289550781E-2	9.683340569E0
3.380609676E1	-5.754089355E-2	9.685119629E0	8.570861816E-2	9.685669783E0
3.381009456E1	-4.797363281E-2	9.685119629E0	8.331298828E-2	9.685596768E0
3.381409236E1	-5.514526367E-2	9.682723999E0	8.570861816E-2	9.683260350E0
3.381809017E1	-6.712341309E-2	9.687515259E0	8.331298828E-2	9.688106032E0
3.382208797E1	-7.670593262E-2	9.680328369E0	8.810424805E-2	9.681033183E0
3.382608577E1	-6.712341309E-2	9.680328369E0	9.049987793E-2	9.680984098E0
3.383008357E1	-6.472778320E-2	9.677932739E0	8.331298828E-2	9.678507780E0
3.383408138E1	-6.951904297E-2	9.680328369E0	7.614135742E-2	9.680877426E0
3.383807918E1	-6.472778320E-2	9.680328369E0	7.614135742E-2	9.680844205E0
3.384210750E1	-6.712341309E-2	9.677932739E0	6.895446777E-2	9.678411149E0
3.384610530E1	-7.431030273E-2	9.682723999E0	7.135009766E-2	9.683272014E0
3.385010310E1	-6.951904297E-2	9.680328369E0	7.135009766E-2	9.680840928E0
3.385410091E1	-6.233215332E-2	9.677932739E0	7.374572754E-2	9.678414428E0
3.385809871E1	-6.472778320E-2	9.673156738E0	6.895446777E-2	9.673619058E0
3.386209651E1	-5.993652344E-2	9.677932739E0	7.374572754E-2	9.678399296E0
3.386609432E1	-5.993652344E-2	9.670761108E0	7.853698730E-2	9.671265732E0
3.387009212E1	-6.472778320E-2	9.670761108E0	7.374572754E-2	9.671258891E0
3.387408992E1	-6.951904297E-2	9.680328369E0	6.895446777E-2	9.680823568E0
3.387808772E1	-5.514526367E-2	9.680328369E0	6.655883789E-2	9.680714251E0
3.388208553E1	-5.036926270E-2	9.675552368E0	6.895446777E-2	9.675929176E0
3.388608333E1	-5.754089355E-2	9.673156738E0	6.416320801E-2	9.673540673E0
3.389011165E1	-5.993652344E-2	9.668365479E0	6.176757812E-2	9.668748556E0
3.389410945E1	-5.754089355E-2	9.673156738E0	5.937194824E-2	9.673510080E0
3.389810726E1	-5.993652344E-2	9.673156738E0	5.937194824E-2	9.673524626E0
3.390210506E1	-5.993652344E-2	9.670761108E0	5.220031738E-2	9.671087719E0
3.390610286E1	-5.514526367E-2	9.663574219E0	5.459594727E-2	9.663885782E0
3.391010066E1	-5.754089355E-2	9.665969849E0	5.459594727E-2	9.666295298E0
3.391409847E1	-5.036926270E-2	9.675552368E0	5.459594727E-2	9.675837504E0
3.391809627E1	-5.514526367E-2	9.675552368E0	4.980468750E-2	9.675837697E0
3.392209407E1	-5.993652344E-2	9.677932739E0	4.261779785E-2	9.678212168E0
3.392609188E1	-6.472778320E-2	9.685119629E0	4.740905762E-2	9.685451953E0
3.393008968E1	-6.712341309E-2	9.675552368E0	4.740905762E-2	9.675901343E0
3.393408748E1	-7.191467285E-2	9.670761108E0	4.022216797E-2	9.671112137E0
3.393811580E1	-6.472778320E-2	9.675552368E0	4.501342773E-2	9.675873579E0
3.394211360E1	-6.472778320E-2	9.677932739E0	4.261779785E-2	9.678243026E0
3.394611141E1	-6.233215332E-2	9.682723999E0	4.261779785E-2	9.683018414E0
3.395010921E1	-5.754089355E-2	9.677932739E0	4.022216797E-2	9.678187376E0
3.395410701E1	-5.514526367E-2	9.677932739E0	4.022216797E-2	9.678173429E0
3.395810481E1	-6.233215332E-2	9.685119629E0	4.022216797E-2	9.685403727E0
3.396210262E1	-5.276489258E-2	9.680328369E0	3.543090820E-2	9.680537011E0
3.396610042E1	-5.036926270E-2	9.682723999E0	3.543090820E-2	9.682919831E0
3.397009822E1	-5.036926270E-2	9.682723999E0	3.782653809E-2	9.682928893E0
3.397409602E1	-5.276489258E-2	9.680328369E0	3.782653809E-2	9.680546075E0
3.397809383E1	-5.993652344E-2	9.677932739E0	3.063964844E-2	9.678166835E0
3.398209163E1	-5.514526367E-2	9.663574219E0	3.303527832E-2	9.663788026E0
3.398611995E1	-4.797363281E-2	9.673156738E0	3.303527832E-2	9.673332109E0
3.399011775E1	-4.557800293E-2	9.673156738E0	3.543090820E-2	9.673329002E0
3.399411556E1	-5.036926270E-2	9.675552368E0	3.303527832E-2	9.675739869E0
3.399811336E1	-5.754089355E-2	9.680328369E0	3.543090820E-2	9.680564221E0
3.400211116E1	-5.514526367E-2	9.680328369E0	4.261779785E-2	9.680579250E0
3.400610896E1	-5.276489258E-2	9.675552368E0	4.022216797E-2	9.675779844E0
3.401010677E1	-5.514526367E-2	9.680328369E0	4.261779785E-2	9.680579250E0
3.401410457E1	-5.993652344E-2	9.673156738E0	3.543090820E-2	9.673407312E0
3.401810237E1	-5.514526367E-2	9.673156738E0	3.543090820E-2	9.673378812E0
3.402210018E1	-6.472778320E-2	9.677932739E0	4.022216797E-2	9.678232773E0
3.402609798E1	-7.191467285E-2	9.675552368E0	3.543090820E-2	9.675884492E0
3.403009578E1	-6.712341309E-2	9.685119629E0	3.063964844E-2	9.685400692E0
3.403412410E1	-6.233215332E-2	9.682723999E0	2.825927734E-2	9.682965864E0
3.403812190E1	-7.191467285E-2	9.682723999E0	2.586364746E-2	9.683025596E0
3.404211971E1	-6.472778320E-2	9.677932739E0	2.825927734E-2	9.678190450E0
3.404611751E1	-6.233215332E-2	9.670761108E0	2.346801758E-2	9.670990459E0
3.405011531E1	-5.993652344E-2	9.670761108E0	2.825927734E-2	9.670988129E0
3.405411312E1	-5.514526367E-2	9.668365479E0	2.825927734E-2	9.668564041E0
3.405811092E1	-5.993652344E-2	9.677932739E0	2.346801758E-2	9.678146787E0
3.406210872E1	-6.712341309E-2	9.680328369E0	2.586364746E-2	9.680595633E0
3.406610652E1	-7.670593262E-2	9.677932739E0	2.346801758E-2	9.678265168E0
3.407010433E1	-6.712341309E-2	9.682723999E0	2.586364746E-2	9.682991197E0
3.407410213E1	-7.191467285E-2	9.682723999E0	2.825927734E-2	9.683032291E0
3.407809993E1	-6.712341309E-2	9.670761108E0	3.063964844E-2	9.671042589E0
3.408209773E1	-6.233215332E-2	9.675552368E0	3.303527832E-2	9.675809540E0
3.408609554E1	-5.993652344E-2	9.680328369E0	2.586364746E-2	9.680548468E0
3.409012386E1	-5.993652344E-2	9.677932739E0	3.303527832E-2	9.678174715E0
3.409412166E1	-6.472778320E-2	9.675552368E0	3.543090820E-2	9.675833745E0
3.409811946E1	-6.472778320E-2	9.675552368E0	3.063964844E-2	9.675817387E0
3.410211727E1	-6.233215332E-2	9.677932739E0	3.063964844E-2	9.678181967E0
3.410611507E1	-5.754089355E-2	9.670761108E0	2.586364746E-2	9.670966875E0
3.411011287E1	-6.233215332E-2	9.673156738E0	2.825927734E-2	9.673398843E0
3.411411067E1	-5.993652344E-2	9.670761108E0	2.825927734E-2	9.670988129E0
3.411810848E1	-5.993652344E-2	9.673156738E0	3.782653809E-2	9.673416383E0
3.412210628E1	-6.233215332E-2	9.675552368E0	3.543090820E-2	9.675818016E0
3.412610408E1	-5.514526367E-2	9.677932739E0	3.303527832E-2	9.678146229E0
3.413010188E1	-6.472778320E-2	9.682723999E0	3.303527832E-2	9.682996698E0
3.413409969E1	-6.951904297E-2	9.680328369E0	4.501342773E-2	9.680682643E0
3.413809749E1	-6.472778320E-2	9.670761108E0	4.501342773E-2	9.671082479E0
3.414212581E1	-6.951904297E-2	9.661178589E0	5.459594727E-2	9.661582962E0
3.414612361E1	-6.712341309E-2	9.668365479E0	4.501342773E-2	9.668703263E0
3.415012142E1	-7.431030273E-2	9.668365479E0	4.501342773E-2	9.668755828E0
3.415411922E1	-6.951904297E-2	9.670761108E0	4.740905762E-2	9.671127180E0
3.415811702E1	-6.951904297E-2	9.673156738E0	4.980468750E-2	9.673534757E0
3.416211482E1	-6.472778320E-2	9.680328369E0	4.740905762E-2	9.680660858E0
3.416611263E1	-6.472778320E-2	9.673156738E0	4.980468750E-2	9.673501511E0
3.417011043E1	-5.993652344E-2	9.673156738E0	4.980468750E-2	9.673470638E0
3.417410823E1	-5.754089355E-2	9.675552368E0	5.459594727E-2	9.675877495E0
3.417810604E1	-5.514526367E-2	9.677932739E0	5.459594727E-2	9.678243840E0
3.418210384E1	-6.233215332E-2	9.677932739E0	6.176757812E-2	9.678330571E0
3.418610164E1	-5.514526367E-2	9.675552368E0	5.937194824E-2	9.675891672E0
3.419009944E1	-6.233215332E-2	9.673156738E0	5.697631836E-2	9.673525360E0
3.419412776E1	-5.754089355E-2	9.677932739E0	6.416320801E-2	9.678316485E0
3.419812557E1	-5.036926270E-2	9.670761108E0	5.937194824E-2	9.671074527E0
3.420212337E1	-5.276489258E-2	9.670761108E0	5.459594727E-2	9.671059160E0
3.420612117E1	-5.514526367E-2	9.668365479E0	6.176757812E-2	9.668720042E0
3.421011897E1	-5.514526367E-2	9.673156738E0	6.416320801E-2	9.673526720E0
3.421411678E1	-5.514526367E-2	9.677932739E0	6.895446777E-2	9.678335488E0
3.421811458E1	-4.797363281E-2	9.687515259E0	7.135009766E-2	9.687896789E0
3.422211238E1	-4.797363281E-2	9.687515259E0	7.135009766E-2	9.687896789E0
3.422611018E1	-4.797363281E-2	9.685119629E0	7.614135742E-2	9.685537734E0
3.423010799E1	-6.472778320E-2	9.682723999E0	7.135009766E-2	9.683203218E0
3.423410579E1	-6.951904297E-2	9.677932739E0	6.655883789E-2	9.678411289E0
3.423810359E1	-6.472778320E-2	9.677932739E0	7.135009766E-2	9.678412196E0
3.424210140E1	-6.712341309E-2	9.670761108E0	7.135009766E-2	9.671257250E0
3.424612972E1	-6.472778320E-2	9.668365479E0	6.895446777E-2	9.668828028E0
3.425012752E1	-6.233215332E-2	9.673156738E0	6.416320801E-2	9.673570359E0
3.425412532E1	-5.993652344E-2	9.670761108E0	7.135009766E-2	9.671210040E0
3.425812313E1	-6.233215332E-2	9.680328369E0	7.135009766E-2	9.680791986E0
3.426212093E1	-6.472778320E-2	9.677932739E0	7.374572754E-2	9.678430153E0
3.426611873E1	-6.712341309E-2	9.670761108E0	7.853698730E-2	9.671312942E0
3.427011653E1	-6.472778320E-2	9.677932739E0	8.093261719E-2	9.678487582E0
3.427411434E1	-5.514526367E-2	9.680328369E0	8.093261719E-2	9.680823747E0
3.427811214E1	-5.514526367E-2	9.677932739E0	8.810424805E-2	9.678490867E0
3.428210994E1	-5.993652344E-2	9.677932739E0	8.810424805E-2	9.678519352E0
3.428610774E1	-6.951904297E-2	9.677932739E0	8.331298828E-2	9.678541009E0
3.429010555E1	-6.951904297E-2	9.687515259E0	8.331298828E-2	9.688122927E0
3.429410335E1	-6.951904297E-2	9.677932739E0	8.093261719E-2	9.678520811E0
3.429813167E1	-6.712341309E-2	9.675552368E0	8.570861816E-2	9.676164795E0
3.430212947E1	-7.431030273E-2	9.675552368E0	9.049987793E-2	9.676260945E0
3.430612728E1	-6.233215332E-2	9.675552368E0	8.810424805E-2	9.676154261E0
3.431012508E1	-5.754089355E-2	9.668365479E0	8.810424805E-2	9.668938118E0
3.431412288E1	-5.993652344E-2	9.673156738E0	9.289550781E-2	9.673788464E0
3.431812068E1	-5.993652344E-2	9.677932739E0	9.768676758E-2	9.678611326E0
3.432211849E1	-5.754089355E-2	9.677932739E0	1.000823975E-1	9.678621263E0
3.432611629E1	-5.754089355E-2	9.670761108E0	9.529113770E-2	9.671401748E0
3.433011409E1	-5.993652344E-2	9.668365479E0	9.049987793E-2	9.668974798E0
3.433411189E1	-6.233215332E-2	9.673156738E0	9.049987793E-2	9.673780895E0
3.433810970E1	-5.993652344E-2	9.675552368E0	9.289550781E-2	9.676183937E0
3.434210750E1	-6.233215332E-2	9.668365479E0	9.768676758E-2	9.669059883E0
3.434610530E1	-5.993652344E-2	9.673156738E0	9.768676758E-2	9.673835660E0
3.435013362E1	-6.472778320E-2	9.673156738E0	9.289550781E-2	9.673819336E0
3.435413143E1	-5.993652344E-2	9.680328369E0	9.049987793E-2	9.680936936E0
3.435812923E1	-6.472778320E-2	9.692306519E0	9.529113770E-2	9.692991062E0
3.436212703E1	-6.233215332E-2	9.692306519E0	9.768676758E-2	9.692999208E0
3.436612483E1	-5.754089355E-2	9.682723999E0	8.331298828E-2	9.683253381E0
3.437012264E1	-6.233215332E-2	9.675552368E0	8.810424805E-2	9.676154261E0
3.437412044E1	-6.472778320E-2	9.680328369E0	9.049987793E-2	9.680967785E0
3.437811824E1	-6.233215332E-2	9.680328369E0	8.810424805E-2	9.680929965E0
3.438211604E1	-6.951904297E-2	9.682723999E0	8.810424805E-2	9.683374376E0
3.438611385E1	-6.712341309E-2	9.682723999E0	9.049987793E-2	9.683379566E0
3.439011165E1	-5.993652344E-2	9.682723999E0	9.289550781E-2	9.683355101E0
3.439410945E1	-6.951904297E-2	9.673156738E0	9.768676758E-2	9.673899776E0
3.439810726E1	-5.514526367E-2	9.670761108E0	9.049987793E-2	9.671341771E0
3.440210506E1	-5.036926270E-2	9.677932739E0	8.331298828E-2	9.678422404E0
3.440613338E1	-5.036926270E-2	9.677932739E0	8.810424805E-2	9.678464833E0
3.441013118E1	-5.036926270E-2	9.677932739E0	9.049987793E-2	9.678486937E0
3.441412898E1	-5.514526367E-2	9.665969849E0	9.529113770E-2	9.666596843E0
3.441812679E1	-5.993652344E-2	9.668365479E0	9.289550781E-2	9.668997517E0
3.442212459E1	-5.993652344E-2	9.682723999E0	9.289550781E-2	9.683355101E0
3.442612239E1	-5.993652344E-2	9.687515259E0	8.810424805E-2	9.688101292E0
3.443012020E1	-5.514526367E-2	9.682723999E0	8.810424805E-2	9.683281851E0
3.443411800E1	-5.514526367E-2	9.680328369E0	8.810424805E-2	9.680886359E0
3.443811580E1	-5.993652344E-2	9.677932739E0	9.049987793E-2	9.678541456E0
3.444211360E1	-6.472778320E-2	9.680328369E0	8.331298828E-2	9.680903267E0
3.444611141E1	-5.993652344E-2	9.685119629E0	8.331298828E-2	9.685663409E0
3.445010921E1	-5.514526367E-2	9.677932739E0	7.853698730E-2	9.678408504E0
3.445410701E1	-4.797363281E-2	9.680328369E0	7.853698730E-2	9.680765820E0
3.445810481E1	-5.276489258E-2	9.682723999E0	7.853698730E-2	9.683186265E0
3.446213313E1	-4.797363281E-2	9.682723999E0	6.655883789E-2	9.683071599E0
3.446613094E1	-5.036926270E-2	9.682723999E0	6.655883789E-2	9.683083764E0
3.447012874E1	-5.993652344E-2	9.687515259E0	6.655883789E-2	9.687929312E0
3.447412654E1	-5.754089355E-2	9.682723999E0	6.895446777E-2	9.683140488E0
3.447812435E1	-5.993652344E-2	9.675552368E0	6.655883789E-2	9.675966933E0
3.448212215E1	-6.233215332E-2	9.670761108E0	7.614135742E-2	9.671261718E0
3.448611995E1	-6.951904297E-2	9.673156738E0	7.614135742E-2	9.673706202E0
3.449011775E1	-6.472778320E-2	9.670761108E0	7.374572754E-2	9.671258891E0
3.449411556E1	-6.712341309E-2	9.670761108E0	7.614135742E-2	9.671293785E0
3.449811336E1	-6.712341309E-2	9.673156738E0	7.853698730E-2	9.673708435E0
3.450211116E1	-6.472778320E-2	9.675552368E0	7.853698730E-2	9.676087607E0
3.450610896E1	-6.472778320E-2	9.668365479E0	7.135009766E-2	9.668845409E0
3.451010677E1	-6.951904297E-2	9.677932739E0	6.895446777E-2	9.678428060E0
3.451413509E1	-5.993652344E-2	9.677932739E0	7.374572754E-2	9.678399296E0
3.451813289E1	-6.472778320E-2	9.677932739E0	6.416320801E-2	9.678361881E0
3.452213069E1	-6.233215332E-2	9.680328369E0	5.459594727E-2	9.680683000E0
3.452612850E1	-5.993652344E-2	9.685119629E0	5.697631836E-2	9.685472674E0
3.453012630E1	-5.754089355E-2	9.675552368E0	5.459594727E-2	9.675877495E0
3.453412410E1	-5.514526367E-2	9.682723999E0	4.980468750E-2	9.683009116E0
3.453812190E1	-5.036926270E-2	9.680328369E0	4.980468750E-2	9.680587529E0
3.454211971E1	-5.036926270E-2	9.677932739E0	4.980468750E-2	9.678191963E0
3.454611751E1	-4.797363281E-2	9.677932739E0	4.980468750E-2	9.678179792E0
3.455011531E1	-5.514526367E-2	9.680328369E0	4.740905762E-2	9.680601528E0
3.455411312E1	-5.993652344E-2	9.677932739E0	4.501342773E-2	9.678223014E0
3.455811092E1	-6.233215332E-2	9.677932739E0	4.740905762E-2	9.678249585E0
3.456213924E1	-5.754089355E-2	9.673156738E0	4.740905762E-2	9.673444054E0
3.456613704E1	-5.754089355E-2	9.680328369E0	4.022216797E-2	9.680582943E0
3.457013484E1	-5.754089355E-2	9.680328369E0	3.543090820E-2	9.680564221E0
3.457413265E1	-6.472778320E-2	9.680328369E0	3.543090820E-2	9.680609607E0
3.457813045E1	-6.233215332E-2	9.682723999E0	4.022216797E-2	9.683008167E0
3.458212825E1	-6.472778320E-2	9.685119629E0	3.782653809E-2	9.685409788E0
3.458612605E1	-5.993652344E-2	9.685119629E0	3.543090820E-2	9.685369893E0
3.459012386E1	-5.993652344E-2	9.680328369E0	3.063964844E-2	9.680562407E0
3.459412166E1	-6.472778320E-2	9.668365479E0	2.586364746E-2	9.668616739E0
3.459811946E1	-6.472778320E-2	9.670761108E0	3.543090820E-2	9.671042625E0
3.460211727E1	-6.233215332E-2	9.682723999E0	3.782653809E-2	9.682998512E0
3.460611507E1	-5.754089355E-2	9.685119629E0	4.261779785E-2	9.685384322E0
3.461011287E1	-5.993652344E-2	9.682723999E0	4.022216797E-2	9.682993042E0
3.461414119E1	-6.472778320E-2	9.687515259E0	3.782653809E-2	9.687805346E0
3.461813899E1	-5.993652344E-2	9.689910889E0	3.303527832E-2	9.690152566E0
3.462213680E1	-6.233215332E-2	9.682723999E0	3.063964844E-2	9.682973104E0
3.462613460E1	-6.233215332E-2	9.687515259E0	2.825927734E-2	9.687757004E0
3.463013240E1	-6.472778320E-2	9.680328369E0	2.346801758E-2	9.680573215E0
3.463413021E1	-6.472778320E-2	9.687515259E0	2.346801758E-2	9.687759923E0
3.463812801E1	-5.754089355E-2	9.682723999E0	2.825927734E-2	9.682936207E0
3.464212581E1	-6.712341309E-2	9.680328369E0	2.107238770E-2	9.680584018E0
3.464612361E1	-7.431030273E-2	9.685119629E0	2.346801758E-2	9.685433134E0
3.465012142E1	-6.951904297E-2	9.685119629E0	2.586364746E-2	9.685403660E0
3.465411922E1	-6.233215332E-2	9.689910889E0	2.825927734E-2	9.690152574E0
3.465811702E1	-6.233215332E-2	9.680328369E0	3.063964844E-2	9.680577535E0
3.466214534E1	-6.233215332E-2	9.675552368E0	3.303527832E-2	9.675809540E0
3.466614314E1	-6.951904297E-2	9.677932739E0	3.782653809E-2	9.678256343E0
3.467014095E1	-7.431030273E-2	9.682723999E0	3.543090820E-2	9.683073965E0
3.467413875E1	-7.670593262E-2	9.682723999E0	3.543090820E-2	9.683092646E0
3.467813655E1	-7.191467285E-2	9.685119629E0	2.825927734E-2	9.685427845E0
3.468213436E1	-7.191467285E-2	9.677932739E0	3.303527832E-2	9.678256308E0
3.468613216E1	-6.951904297E-2	9.685119629E0	3.303527832E-2	9.685425466E0
3.469012996E1	-6.712341309E-2	9.685119629E0	3.303527832E-2	9.685408567E0
3.469412776E1	-6.951904297E-2	9.677932739E0	3.303527832E-2	9.678238803E0
3.469812557E1	-6.472778320E-2	9.673156738E0	3.063964844E-2	9.673421823E0
3.470212337E1	-5.754089355E-2	9.677932739E0	3.063964844E-2	9.678152295E0
3.470612117E1	-5.754089355E-2	9.675552368E0	3.782653809E-2	9.675797405E0
3.471014949E1	-6.712341309E-2	9.680328369E0	3.782653809E-2	9.680634986E0
3.471414729E1	-7.191467285E-2	9.675552368E0	3.543090820E-2	9.675884492E0
3.471814510E1	-7.910156250E-2	9.677932739E0	3.063964844E-2	9.678304498E0
3.472214290E1	-6.712341309E-2	9.677932739E0	3.543090820E-2	9.678230365E0
3.472614070E1	-6.472778320E-2	9.680328369E0	3.782653809E-2	9.680618672E0
3.473013850E1	-6.472778320E-2	9.680328369E0	3.782653809E-2	9.680618672E0
3.473413631E1	-7.191467285E-2	9.680328369E0	4.022216797E-2	9.680679050E0
3.473813411E1	-7.191467285E-2	9.673156738E0	3.782653809E-2	9.673498015E0
3.474213191E1	-6.951904297E-2	9.673156738E0	3.543090820E-2	9.673471431E0
3.474612972E1	-6.951904297E-2	9.670761108E0	4.022216797E-2	9.671094619E0
3.475012752E1	-6.712341309E-2	9.670761108E0	3.782653809E-2	9.671068029E0
3.475412532E1	-5.754089355E-2	9.677932739E0	4.022216797E-2	9.678187376E0
3.475815364E1	-6.472778320E-2	9.682723999E0	4.501342773E-2	9.683044972E0
3.476215144E1	-6.951904297E-2	9.687515259E0	3.543090820E-2	9.687829485E0
3.476614925E1	-7.191467285E-2	9.680328369E0	4.501342773E-2	9.680700143E0
3.477014705E1	-6.951904297E-2	9.673156738E0	4.261779785E-2	9.673500424E0
3.477414485E1	-7.670593262E-2	9.677932739E0	3.782653809E-2	9.678310635E0
3.477814266E1	-6.951904297E-2	9.673156738E0	4.261779785E-2	9.673500424E0
3.478214046E1	-6.712341309E-2	9.675552368E0	4.261779785E-2	9.675879054E0
3.478613826E1	-6.951904297E-2	9.673156738E0	4.740905762E-2	9.673522719E0
3.479013606E1	-5.993652344E-2	9.675552368E0	5.459594727E-2	9.675892038E0
3.479413387E1	-6.472778320E-2	9.680328369E0	5.697631836E-2	9.680712439E0
3.479813167E1	-6.472778320E-2	9.675552368E0	5.459594727E-2	9.675922903E0
3.480212947E1	-6.233215332E-2	9.677932739E0	5.459594727E-2	9.678287458E0
3.480615779E1	-7.191467285E-2	9.675552368E0	5.459594727E-2	9.675973650E0
3.481015560E1	-6.951904297E-2	9.677932739E0	5.220031738E-2	9.678323195E0
3.481415340E1	-6.233215332E-2	9.680328369E0	6.176757812E-2	9.680726102E0
3.481815120E1	-6.233215332E-2	9.675552368E0	6.176757812E-2	9.675950298E0
3.482214900E1	-5.754089355E-2	9.677932739E0	6.176757812E-2	9.678300899E0
3.482614681E1	-6.472778320E-2	9.675552368E0	5.697631836E-2	9.675936627E0
3.483014461E1	-5.514526367E-2	9.682723999E0	6.416320801E-2	9.683093615E0
3.483414241E1	-5.993652344E-2	9.680328369E0	6.176757812E-2	9.680710974E0
3.483814021E1	-5.754089355E-2	9.680328369E0	6.895446777E-2	9.680744961E0
3.484213802E1	-5.993652344E-2	9.677932739E0	7.614135742E-2	9.678417846E0
3.484613582E1	-5.754089355E-2	9.673156738E0	7.614135742E-2	9.673627538E0
3.485013362E1	-6.712341309E-2	9.682723999E0	7.135009766E-2	9.683219528E0
3.485413143E1	-6.951904297E-2	9.682723999E0	7.374572754E-2	9.683254379E0
3.485815975E1	-6.233215332E-2	9.682723999E0	6.895446777E-2	9.683170145E0
3.486215755E1	-6.951904297E-2	9.675552368E0	7.135009766E-2	9.676065180E0
3.486615535E1	-7.431030273E-2	9.675552368E0	7.374572754E-2	9.676118751E0
3.487015315E1	-7.191467285E-2	9.692306519E0	7.614135742E-2	9.692872375E0
3.487415096E1	-6.472778320E-2	9.692306519E0	7.374572754E-2	9.692803195E0
3.487814876E1	-7.431030273E-2	9.685119629E0	8.093261719E-2	9.685742839E0
3.488214656E1	-6.951904297E-2	9.680328369E0	6.895446777E-2	9.680823568E0
3.488614436E1	-6.472778320E-2	9.675552368E0	6.895446777E-2	9.676014574E0
3.489014217E1	-5.514526367E-2	9.670761108E0	7.614135742E-2	9.671218068E0
3.489413997E1	-5.993652344E-2	9.663574219E0	7.135009766E-2	9.664023484E0
3.489813777E1	-6.472778320E-2	9.670761108E0	6.895446777E-2	9.671223543E0
